"id","lyrics"
You and me girl so sounds great


Because tonight will be alright


Little darling, come on
Let's take a ride
To a midnight honey town and set it on fire
We don't want to be mad
But we have to be cool
You and me girl
Let's break all the rules




Oh my baby, I'm going to say it again
I can see us moving on
Down the highway
I can see us loving
Till our hearts desire
Anything you want to do girl
You just tell me


Because it's alright


Little darling, telling you no use
Keep me thinking about you honey
My soul's on fire
Well if you want me girl
And the games I play
Anything's alright, anything you say




Alright, baby I'll say it again
Alright baby
We going to make it alright
You and me baby, alright
Say it all night

"
"SOHUOAP12A8AE488E9","Lead Vocal by Greg

Well, these late night conversations
Leave a strange taste
Like french cigarettes
And these coloured drinks
That you keep on throwin' at me
Just keep on reminding me
I came to forget

So now every night
You insist on reminding me
Of my lost possibilities
And the stains on the wall
Well, I don't mean to complain
But it hurts just the same
And now both of us know
The leaves will fall on their own

Just throw me a line
That's all that I ask
Well, it's sink or swim and I'm goin' fast
I need love and it's you
And I feel like William Holden floating in a pool

Yea, you tell me
Life is for living
It's best in the giving
But it's so hard to be free
Still I do my best
But you refuse my gift
And now all that we share
Is a collection of tears

Just throw me a line
That's all that I ask
Well, it's sink or swim and I'm going fast
I need love and it's you
And I feel like William Holden floating in a pool

Produced by Terry Brown
All songs written by Keelor/Cuddy
All songs published by Thunderhawk Music (SOCAN)
Copyright 1986, 1987 Blue Rodeo Productions. All rights reserved. Used with Permission

"
"SOUQQEA12A8C134B1B"
"SOILPQQ12AB017E82A"
"SOXLBJT12A8C140925","If you can imagine this
The whole world sharin' one big kiss
These are thoughts all through my brain
That I daydream every day
I'm alive and well
Right now I'm alive, I'm feelin' well
It's my life to live my way
So I'll keep daydreaming away
Who knows, maybe someday it will all come true
And I will get my way
And we will live as one

I'm caught up in a dream
I'm gonna wish for it all
No one is gonna tell me how
No way, this is my dream now
I'm caught up in what seems
Simply impossible
I ain't gonna change a thing
No way, it's my dream

What cannot will be done
For every living thing under the sun
Foggy color foggy race
Just be one big happy face
Among the sea of people
Live among God's creatures sharing love
That was sent down from above
Here to share with one another
Father, brother, sister, mother
Everybody sharing love
Sharing love

I'm caught up in a dream
I'm gonna wish for it all
No one is gonna tell me how
No way, this is my dream now
I'm caught up in what seems
Simply impossible
I ain't gonna change a thing
No way, it's my dream

I close my eyes
And everything will be alright
Here in my fantasy
Living in harmony
Make my dream come alive

I'm caught up in a dream
I'm gonna wish for it all
No one is gonna tell me how
No way, this is my dream now
I'm caught up in what seems
Simply impossible
I ain't gonna change a thing
No way, it's my dream

If you can imagine this
The whole world sharin' one big kiss
Take away the pain and hurt
Make like heaven here on earth
Without reason to die
Givin' everlasting life to all

"
"SOZVMJI12AB01808AF"
"SOWTBJW12AC468AC6E"
"SOBEBDG12A58A76D60"
"SOZCTXZ12AB0182364"
"SOBBUGU12A8C13E95D","First off
Let me say you look so tired...
Rest your head and shut your eyes
Empty ambition
Blankets the sky...
I'm thinking 'bout another world

Tonight, yeah yeah yeah
Your head, your eyes, your head


So drop the gown the game's over just push your face into the fight
And it breaks my heart
Like dancing up all night
Ride so high we both start thinking 'bout another world tonight
And it feels so wrong

Like nothing we've ever felt before
Your head, your eyes, your head


The stranger's candy
Takes you where you ought to be
In broken alleys in the back of every street
Close your eyes tonight

Baby you can have it
Baby you can have it


Ooh baby gnaw me
Down to the bone
Soon you'll find I'm never gonna take you back home
Well there's so much you never told me
And there's not much I want to know
Cause your pretty face will do just fine you'll be the star
Of my very last show
Let's go for a long ride I'll show you places you won't ever want to leave


The stranger's candy
Takes you where you ought to be
In broken alleys
In the back of every street
Stranger's candy, broken alleys
Yeah tonight


We could bring it all down
We could bring it all down
They think this body's a dead note
Dancing to the beat but they'll never see this corpse
Coming 'till it kills them

"
"SOBLGCN12AB0183212","James, James hold the ladder steady
James, James I'm packed tonight I'm ready
James, James hold the ladder steady
I'm a'comin' down to your ar-ar-ar-rms
I'm a'comin' down to your arms
Now James and I we went to mama and showed her my diamond ring
She said ""my poor little baby, you must be crazy, to think of such a thing""
So James, James hold the ladder steady
James, James I'm packed tonight I'm ready
James, James hold the ladder steady
I'm a'comin' down to your ar-ar-ar-rms
I'm a'comin' down to your arms
Now James and I we went to daddy and said that we want to be wed
Daddy said ""nope, you'll just have to elope"" and laughed as he went to bed""
But James, James hold the ladder steady
James, James I'm packed tonight I'm ready
James, James hold the ladder steady
I'm a'comin' down to your ar-ar-ar-rms
I'm a'comin' down to your arms
I'd hate to see 'em in the morning when they both completely flip
He'll be sayin' ""they cain't"", she'll be feeling faint""
And I'll be kissing my husband's lips
So James, James hold the ladder steady
James, James I'm packed tonight I'm ready
James, James hold the ladder steady
I'm a'comin' down to your ar-ar-ar-rms
I'm a'comin' down to your arms

James, James hold the ladder steady
James, James I'm packed tonight I'm ready
James, James hold the ladder steady

"
"SOPSWQW12A6D4F8781"
"SOZQDIU12A58A7BCF6"
"SONYPOM12A8C13B2D7"
"SOBZBAZ12A6D4F8742","Ain't no love
Ain't no love
Ain't no love
Ain't no love

We're missing in action living in a time when it's in fashion
To be gun flashing, blasting that's why we ain't lasting
All fastened, strapped ready for rivals harassing
Looking over your shoulder ducking cars that are passing
In my rumbo you hear that latin lingo
Guns shoot through at pachucos fuckin? sickos
With four nickels nobody walks around single
Get caught slipping they'll pull your card from a window
It's that simple locals get gaffled by barrio locos
Steal their spanish grease making them shed a tear like willie bobo
Over dollars, chains and rings things that are worth poco
A coco's out there stealing 'cause they're fiending for perico
A head crack will strike and attack for a sack
Pawn or sell your shit to buy a rock and bring that high back
That's why I strap it's my defense against those
Who are committing defense randomly becoming foes?
Shit is survival of fittest testing who's biggest and realest on the street
Feel this beware of killers, stealers and dealers
Rebel guerillas striking on policemen who give us
Hard times in the city where no love is with us

Ain't no love
Ain't no love
In the city?
In the city?

Ain't no love
Ain't no love
Ain't no love
Ain't no love
In the city
In the city
In the city
In the city

Ain't no love

"
"SOVYKGO12AB0187199"
"SOGNCJP12A58A80271"
"SOLLHMX12AB01846DC","Brick by brick
Stone by stone
Dismantle the will of a man
Strip his flesh and bone

Reach out your hand
The moment comes
Blade catches the light of your eyes
The man slowly comes undone

Nobody noticed
No one saw a thing
All turned a blind eye to the fallen
And the bad luck he brings

You wake in the morning after
The sky's a color that you can't see
Friends have fallen by the wayside
Why isn't anyone talking to me
Get those funny looks in the market
People you loved just stare
Wander on with your hands in your pockets
Even your girlfriend don't care

They've all come to watch the emperor
They've all come to watch the emperor
They've all come to watch the emperor

To watch the emperor fall

One part truth
Three parts deceit
Two parts shit that you made up
Add passion for heat

Did ya hear he said this
Can you believe he done that
Can you believe the nerve of the man
Let me at him tell me where he's at
Wake to your fave in the mirror
See someone you don't recognize
Stare at the changes in the reflection
You've become someone that you despise

"
"SOYTPEP12AB0180E7B"
"SOGXHEG12AB018653E","Makes no difference now what kind of life fate hands me
I'll get along without you now that's plain to see
I don't care what happens next 'cause I'll get by somehow
I don't worry 'cause it makes no difference now

It was just a year ago when I first met you
I learned to love you and I thought you loved me too
But now that's all in the past and I'll forget somehow
I don't worry 'cause it makes no difference now

Now that we have really parted I can't believe we're through
I don't blame myself and I'm sure I can't blame you
I know that something had to happen and it happened somehow
I don't worry 'cause it makes no difference now

After all is said and done I'll soon forget you
Although I know that it will be so hard to do
Let things happen as they will and I'll get by somehow
I don't worry 'cause it makes no difference now

"
"SOOLYAZ12A6701F4A6"
"SOGOSOV12AF72A285E"
"SOJXVAH12A8C139700"
"SOVXMTN12A8C135A18"
"SORSECL12AB0182267"
"SOOGFBZ12AC3DF7FF2"
"SOMSBGZ12AB018C4CB"
"SONYRZV12AB018AF70","Since 1989 it seems that everyone's
Forgotten the time when
Intercontinental ballistics ruled the
World and the cold war raged

(Chorus:) Nuclear Family Nuclear War (4x)
Alarming to me it seems that ignorance
Is still a disease and how so many
Haven't a clue or a care about the threat
That still hangs over our heads

(Chorus 8x)
Burning in the aftermath (4x)

"
"SONQBUB12A6D4F8ED0"
"SOHGKJW12AC468A8BD"
"SOINBCU12A6D4F94C0"
"SOTWVQT12A58A79650"
"SOTSEJY12AB0180F56","Day by day, night after night
Blinded by the neon light
Hurry here, hustling there
No one's got the time to spare
Money's tight, nothing free
Won't somebody come and rescue me

I am stranded, caught in the crossfire
Stranded, caught in the crossfire

Tooth for tooth, eye for an eye
Sell your soul just to bop on by
Beggin' for a dollar, stealin' a dime
Come on can't you see that I'm
Stranded, caught in the crossfire
I am stranded, caught in the crossfire
I need some, kind of kindness
Some kind of sympathy, oh no

(Lead) Save the strong, lose the weak
Never turning the other cheek
Trust nobody, don't be no fool
Whatever happened to the golden rule

"
"SOTSETT12AB01863B8","Well, I'm going away to live
Won't be back no more
Going back down south, child
Lord don't you worry 'bout

Woman I'm trouble
Trouble and all worried mind
Well, I just can't be satisfied
Just can't keep on crying

Well, I feel like snapping
Pistol in your face
Going to let some graveyard
Lord be your resting place

Woman I'm trouble
Trouble and all worried mind
Yeah, I just can't be satisfied
Just can't keep on crying

Yeah, I'm all in my sleep
Hear my doorbell ring
Looking for my baby
Lord seen a doggone thing

Woman I'm trouble
Trouble and all worried mind
Yeah, I just can't be satisfied
Just can't keep on crying

Yeah, I know my little old babe
She gonna jump and shout
That old train be late man
Lord I come walking out

Woman I'm trouble
Trouble and all worried mind
Yeah, I just can't be satisfied
Just can't keep on crying, well

"
"SOTUNMH12A6D4FA3E6","If you ever make it back to Nashville
Remember you have still got a friend
I'll meet you at the Parthenon
That's the place we always went

It's been so dull since you left Nashville
I've read the same books again & again
It makes me wish I wasn't bashful
When it comes to other men

But if I could have my way
Darling you'd come home

Remember when you moved to Nashville
& the first time that we kissed
Remember when your mother found us
Remember that you're sorely missed

& when you make it back to Nashville
We'll forget all of your sins
& I still buy two pairs of everything
So when you come home you & I'll be twins

Because if I could have my way
I wouldn't be alone

"
"SOEPPKB12AB018418B"
"SOGKIWV12A6D4F86C4"
"SOPHYIS12AAF3B35A3","The more I see you the more I want you
Somehow this feeling just grows and grows
With every sigh I become more mad about you
More lost without you and so it goes

Can you imagine how much I'll love you
The more I see you as years go by?
I know the only one for me can only be you
My arms won't free you, my heart won't try

The more I see you the more I want you
Somehow this feeling just grows and grows
With every sigh I become more mad about you
More lost without you and so it goes

Can you imagine how much I'll love you
The more I see you as years go by?
I know the only one for me can only be you
My arms won't free you, my heart won't try
The more I see you as years go by

Can you imagine how much I'll love you
The more I see you as years go by?
I know the only one for me can only be you
My arms won't free you, my heart won't try
The more I see you as years go by

The more I see you the more I want you
The more I see you the more I want you
The more I see you the more I want you

"
"SOFHBAR12A6701D0FE","(Chorus: Mr. Cheeks)
All my ladies and mens this evening
We can do this all night
All my ladies and mens this evening
We can do this all night
All my ladies and mens this evening
We can do this all night
All my ladies and mens this evening
We can do this all night
All my ladies and mens this evening
We can do this all night
All my ladies and mens this evening
We can do this all night

(Mr. Cheeks)
It's my first night in this spot
I can't front people jump okay it's rather hot
I'm with my brother, while roll he went and got the mole
He said he'll meet us at the party, yeah we just did the show
Now all my peeps is on the floor and they bouncin
The Lost Boyz is in the house, they're announcing (announcing)
We getting lifted with these honeys that we just met
They're dime pieces but ain't slidin with us yet
We gots to get our stroll on, hit the floor once
See eye to eye, he's on his way, he's bringin more pound
No need for my team to front in profile
Two shorties flirtin with Freaky Tah and B-Wild
I see my niggas in suit, and he's chattin with
This genuine fine ass man (ass man)
Yo kid, I love it when my mind is in the right mist
If you with me throw your elves up like this
Everybody now

(Chorus w/ variations: Mr. Cheeks)
All my ladies and mens this evening
We can do this all night
All my ladies and mens this evening
We can do this all night
All my ladies and mens this evening
We can do this all night
All my ladies and mens this evening
We can do this all night

(Mr. Cheeks)
Yo shortie hop with the DK and Y all night
I think I'll walk over there and get my cry on
She playin hard to get, but when I get that
I'ma take it to the S's son I hit that
I can see it in the eyes, cause they don't lie
She's tryin hard to resist baby don't try
Now grab your drink come close to me
It's only right and that's way it's supposed to be
Now we loungin, chillin in the VIP
Got my nigga Ref and Bink with me
G Money & Jeff Star they at the bar
LB fam will, gear up to par
Off the boo and the Queens, shreed and the cuts
We represent fam nigga what
Givin love to everybody walkin by
Throw your elves in the air if you high

(Chorus w/ variations: Mr. Cheeks)
All my ladies and mens this evening
We can do this all night
All my ladies and mens this evening
We can do this all night
All my ladies and mens this evening
We can do this all night
All my ladies and mens this evening
We can do this all night

(Mr. Cheeks)
Now I'm wanderin who I'm goin home with
I got two chicks but only one is owned with
I got the whip down South plus some toe up
A favorite motherfucker safe from the floor up
Now the second one's hot cause she got class
See the first one's butt, she ain't got ass
Like she do, now you know how we do
We only fuck with the beat that will feed you
Now do I have to tell you what I did?
Grab my coat, cause shorties in a slid
To her diner, we got our eat on
You know my style kid; I got my treat on
So now we back at the last smokin Cannabis, Sativa
To the bone of the receiver
Put some sounds on as we end the herb
End and that, then again, this world

(Chorus w/ variations: Mr. Cheeks)
All my ladies and mens this evening
We can do this all night
All my ladies and mens this evening
We can do this all night
All my ladies and mens this evening
We can do this all night
All my ladies and mens this evening
We can do this all night

"
"SOCPRKM12AB018A2FD"
"SOFGHAM12AB0186412"
"SODHVES12A6701CE6B","I'm driving home for Christmas
Oh, I can't wait to see those faces
I'm driving home for Christmas, yeah
Well, I'm moving down that line

And it's been so long
But I will be there
I sing this song
To pass the time away

Driving in my car
Driving home for Christmas

It's gonna take some time but I'll get there
Top to toe in tailbacks
Oh, I got red lights all around
But soon there'll be a freeway, yeah
Get my feet on holy ground

So I sing for you
Though you can't hear me
When I get through
And feel you near me

Driving in my car
I'm driving home for Christmas
Driving home for Christmas
With a thousand memories

I take look at the driver next to me
He's just the same
Just the same

Top to toe in tailbacks
Oh, I got red lights all around
I'm driving home for Christmas, yeah
Get my feet on holy ground

So I sing for you
Though you can't hear me
When I get through
Oh and feel you near me

Driving in my car
Driving home for Christmas
Driving home for Christmas
With a thousand memories

I take look at the driver next to me
He's just the same
He's driving home, driving home
Driving home for Christmas

Driving home for Christmas

"
"SOXIATP12AAF3B2184"
"SOGNQWU12A8AE4868F"
"SOYQOFI12A6D4F76E1","I always believed that if I ran off to India
Wore sandals and shaved my head
And used Body Shop conditioner, burned incense like crazy
I could call myself a spirit head
But I only went to India to look on top
I wore sandals 'cause I'd smoked all my money
And I shaved off all my hair 'cause I had the fleas
I'd been sleeping all over
And the Body Shop conditioner was a present from a friend
And the incense used to hide the smell
Of the drug den that I lay in

And so I ask myself what my motives are
For this lying need to look so free
And if I tell myself real honestly
What more can I admit to, open up a door
He said I'm gonna find out what I'm here for
He said I'd find out soon
I got too much Saturn and not enough Moon

I always believed that if I never missed a Yoga class
Read my horoscope in the dailies
And recycle bottles, and know a Red Indian
I could call myself a spirit man
But I was only doing Yoga 'cause I fancied the teacher
And stars 'cause it looked good on paper
And I only went to church 'cause my granny gave me money
When confession was over
And I only knew the Indian 'cause his brother's a dealer
And the bottles had a price on their return
So I could go and play, Oh my my

And so I ask myself what my motives are
For this lying need to look so free
And if I tell myself real honestly
What more can I admit to, open up a door
He said I'm gonna find out what I'm here for
He said I'd find out soon
I got too much Saturn and not enough Moon

So now that you know that I don't love you
And now that you see that I'm so scared
Am I a good man?
Am I a deep, deep man?

What more can I admit to, open up a door
He said I'm gonna find out what I'm here for
He said I'd find out soon
I got too much Saturn
How can I admit it, open up a door
He said I'm gonna find out what I'm here for
He said I'd find out soon
I got too much Saturn and not enough Moon

"
"SOVOLGY12A6D4F822B"
"SOMZCVH12AB0182B8E"
"SONXJBL12AAF3B2C0C"
"SOYWZTU12AB0180E26"
"SOLGHDZ12AB0183B11","In your little white wicker chair
Unsuspicious nobody cares for you
You're so fucked up again
You laugh at nothing in the pouring rain
Try to tell yourself you're not insane
You fool, I hate you sometimes


Hey, you know it ain't coincidental that you're lost in place
It's dripping off your face, and you're losing your precious mind


Send me a postcard if you get that far
You got a couple pennies in your rusty jar
The truth you've been gone for awhile
It's hard looking at you when you look that way
With your one night stands and your sleep all days
Ooh, you're such a slut sometimes




You're losing your mind

"
"SOTNTNJ12AAA15FBD6"
"SOXZXXV12AAF3B3A67"
"SOPIKEG12A58291636","When I look around I only see out at one eye
The smoke surrounds my head, in the sauna
I hear the voices but I can't make out the words

They're saying things, saying things that I
Got something stickin' in my eye
Got something stickin' in my eye
Got something stickin' in my eye

I feel unusual from thinkin'
Better be underground decay, God help me
Kill beneath the camera, watch the world begin to cry
Its not from pity

It comes from whats been stickin' in my eye
Got something stickin' in my eye
Got something stickin' in my eye
Got something stickin' in my eye

Got something stickin' in
Got something stickin' in
Got something stickin' in my eye

"
"SOIRNBO12AC468D207"
"SOSBDSF12AB0189007"
"SOIJXXM12A8C1416D6"
"SOHMMMC12AB0181C42"
"SOVJXVJ12A8C13517D"
"SOFZCTA12AB0188D8F"
"SOLRYQR12A670215BF"
"SOCHRXB12A8AE48069","Let's get it started in here
And the bass keeps runnin', runnin' and runnin', runnin'
And runnin', runnin' and runnin', runnin' and runnin', runnin'
And runnin', runnin' and runnin', runnin, and runnin', runnin'
And


In this context, there's no disrespect
So when I bust my rhyme, you break ya necks
We got five minutes for us to disconnect
From all intellect and let the rhythm effect
To lose your inhibition follow your intuition
Free your inner soul and break away from tradition
'Cause when we be out, girlies pull the heat out
You wouldn't believe how we wow shit out
Burnin' 'til it's burned out, turn it 'til it's turned out
Act up from North West East South


Everybody (yeah), everybody (yeah), just get into it (yeah), get stupid (come on)
Get it started, (come on) get it started (yeah), get it started
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Yeah


Lose control, up outta your soul
Don't move too fast, people, just take it slow
Don't get ahead, just jump into it
Y'all hear about it, the Peas will do it
Get started, get stupid
Don't worry about it, people will walk you through it
Step by step like you're into New Kid
Inch by inch with the new solution
Transmit hits with no delusion
The feeling's irresistible and that's how we move it


Everybody (yeah), everybody (yeah), just get into it (yeah), get stupid (come on)
Get it started, (come on) get it started (yeah), get it started
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Yeah


Runnin', runnin' and runnin', runnin' and runnin', runnin'
C'mon y'all, let's get (coo-koo), uh huh, let's get (coo-koo) in here
Wild out, get (coo-koo), uh huh, let's get (coo-koo) in here
Wild out, get (coo-koo), uh huh, let's get (coo-koo) in here
Ohh ohh ohh, ya-ya-ya-ya-ya-ya-ya
Ya-ya-ya-ya, ya-ya-ya-ya-ya!


Let's get ill, that's the deal
Ap the gate, and Will bring the thugged out drill (just)
Lose your mind, this is the time
Y'all can't stand still, trust and bang your spine (just)
Bob your head like me, apl.de
Up inside the club or in your Bentley
Get messy, loud and sick
You mind pass normal or another head trip
So, come them now, do not correct it
Let's get ignorant, let's get hectic


Everybody (yeah), everybody (yeah), just get into it (yeah), get stupid (come on)
Get it started, (come on) get it started (yeah), get it started
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Yeah (Whoa!)


Get (coo-koo), uh huh, we (coo-koo) in here
Let's get (coo-koo), uh huh, we (coo-koo) in here
Wild out, get (coo-koo), uh huh, we (coo-koo) in here
Ohh ohh ohh, ya-ya-ya-ya-ya-ya-ya
Ya-ya-ya-ya, ya-ya-ya-ya-ya!


And runnin', runnin' and runnin', runnin' and runnin', runnin' and runnin', runnin' and runnin'

"
"SOKBBXO12A6701DEA0","We're in the building where they make us grow
And I'm frightened by the liquid engineers
Like you

My mallory heart
Is sure to fail
I could crawl around the floor
Just like I'm real
Like you

The sound of metal
I want to be
You
I should learn to be man
Like you

Plug me in
And turn me on
Oh everything is moving here

I need my treatment
It's tomorrow they send me
Singing ""I am an American""
Do you?

Picture this
If I should make the change
I'd love to pull the wires from the wall!
Did you?

And who are you?
And how can I try?
Here inside I like the metal
Don't you?

All I know, is no one dies
I'm still confusing love with need

"
"SOWHYUG12A58A77FAB"
"SOYSTDI12A6D4F6500"
"SOOOROX12A6D4F8400","It's my party and I'll cry if I want to
Cry if I want to
Cry if I want to
You would cry too, if it happened to you


Nobody knows where my Johnny has gone
But Judy left the same time
Why was he holding her hand
When he's supposed to be mine?


It's my party and I'll cry if I want to
Cry if I want to
Cry if I want to
You would cry too, if it happened to you


Play all my records, keep dancing all night
But leave me alone for awhile
Till Johnny's dancing with me
I've got no reason to smile


It's my party and I'll cry if I want to
Cry if I want to
Cry if I want to
You would cry too, if it happened to you


Judy and Johnny just walked through the door
Like a queen with her king
Oh, what a birthday surprise
Judy's wearing his ring


It's my party and I'll cry if I want to
Cry if I want to
Cry if I want to
You would cry too, if it happened to you
It's my party and I'll cry if I want to
Cry if I want to
Cry if I want to
You would cry too, if it happened to you

Oh, it's my party and I'll cry if I want to

"
"SONSPZE12AB01819CE"
"SOHWGFU12AB017B036"
"SOQQVQJ12AB0185192"
"SODRHHD12AB0189F2A"
"SOQGFVO12A8C13C8C3"
"SORABMD12A8C136672"
"SOTUBVH12AB018D2EC","Oo-Oo-Oo-Oo, Oo-Oo-Oo-Oo
When I'm calling you
Oo-Oo-Oo-Oo, Oo-Oo-Oo-Oo
Will you answer too?
Oo-Oo-Oo-Oo, Oo-Oo-Oo-Oo

That means I offer my life to you to be my own
If you refuse me I will be blue, waiting all alone

But if when you hear my love call ringing clear
Oo-Oo-Oo-Oo, Oo-Oo-Oo-Oo
And I hear your answering echo so dear
Oo-Oo-Oo-Oo, Oo-Oo-Oo-Oo
Then I will know our love will become true
You'll belong to me and I'll belong to you

Then I will know our love will become true
You'll belong to me and I'll belong to you

"
"SOMQAGT12A8C132DB4","Cool breeze and autumn leaves
Slow motion daylight
A lone pair of watchful eyes
Oversee the living
Feel the presence all around
A tortured soul
A wound unhealing
No regrets or promises
The past is gone
But you can still be free...
If time will set you free...

Time now to spread your wings
To take to flight
The life endeavor
Aim for the burning sun
You're trapped inside
But you can still be free...
If time will set you free...
But it's a long long way to go

Keep moving way up high
You see the light
It shines forever
Sail through the crimson skies
The purest light
The light that sets you free...
If time will set you free...

Sail through the wind and rain tonight
You're free to fly tonight
And you can still be free...
If time will set you free...
And go high like the mountain tops
And go high like the wind don't stop
And go high
Hooo
Free to fly tonight
Free to fly tonight

"
"SOKLLOH12A67020F2C","When you say ""it's dead and gone.""
Yes I know.  You're wrong
Cut.  And slash.  Sharpest knife
It won't die

Poison cup.  Drank it up
It won't die

No fire.  No gun.  No rope.  No stone
It won't die



Why you got to shove it in my face
As if you put me in my place?
Cause I don't care if you or me is wrong or right
Not going to spend another night
In your bed
In your bed

Laws of men are just pretend
They ain't mine
Love. So good
Love. So bad
It won't die

Some talk too long
They know it all
Well I just smile and move on

Words ain't free
Like you and me
I don't mind



Why did you have to be so mean and cruel?
The dogs are loose I'm on to you
You ball and chained together from the dawn to dusk
Can't call it leaving cause it's just



I never came
I never came
I never came
I never came
I never came
I never came

"
"SONRLQH12AB017C232"
"SODDZAD12A6701DC4C","Mary's crying for her baby, for her baby doll
Ah, commercial reign
Peter's moaning for his teddy, for his teddy bear
Ah, commercial reign

Mary's crying for her baby, for her baby doll
Ah, commercial reign
Peter's moaning for his teddy, for his teddy bear
Ah, commercial reign

Mary's crying for her baby, for her baby doll
Ah, commercial reign
Peter's moaning for his teddy, for his teddy bear
Ah, commercial reign

Mary's crying for her baby, for her baby doll
Ah, commercial reign
Peter's moaning for his teddy, for his teddy bear
Ah

"
"SORENXV12A6701F61F","A lot of cats are hatin', slandering makin' bad statements
Mad cause they sit on their ass just stagnating
Always vacillatin', now classmates I graduated with
Are wonderin' how the stupidest kid up in the class made it
Sick landscapin' and jammin' down in my mans basement
Getting restraints and complaints from mad neighbors
Now prejudice bigots say I sound just like them damn #@#
Them pair of lenses ain't repairin' their impaired vision
I'm on a mission escaping my own prison
Inflicting more pain then you're givin' see I'm my own victim
I can't believe I let you take up my time
Take up space in mind, give it here, I'm takin' what's mine

(Chrous)
The only ounce of power that I have
Is what I do with now
And how I let the hours pass
I dont' know how long I'm gonna last
So I can't let ya snatch the powder out my hourglass

Everyday that I'm awake I face the angel of death
He may be taken my breath, so they can lay me to rest
And by now my inner state's the only place that I rep
